Connected
p=0.0045,p=0.005,p=0.0055,p=0.006,p=0.0065,p=0.00691,p=0.00697,p=0.0075,p=0.0085,p=0.0095,
0,0,0.02,0.096,0.234,0.356,0.386,0.584,0.84,0.932,
