Isolate
p=0.0045,p=0.005,p=0.0055,p=0.006,p=0.0065,p=0.00691,p=0.00697,p=0.0075,p=0.0085,p=0.0095,
1,1,1,0.616,0.71,0.602,0.592,0.568,0.258,0.122,
